Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag,Name
com.aelitis.azureus.core.peermanager.piecepicker.priority.impl,PriorityShapeImpl,1,3.0,33,99.0,31,2,9,Extender,PureReplacer,Blooming Class
com.aelitis.azureus.plugins.extseed,ExternalSeedPeer,1,4.818182,53,255.36365,53,0,11,PureExtender,NoOvr,Blooming Class
com.aelitis.azureus.core.dht.control.impl,DHTControlImpl,1,4.909091,54,265.0909,54,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.peer.impl,PEPieceImpl,1,4.181818,46,192.36363,46,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.tracker.client.impl.bt,TRTrackerBTAnnouncerImpl,2,2.0930233,45,94.18605,22,23,20,Overrider,PureSpecializer,Blooming Class
org.gudy.azureus2.pluginsimpl.local.torrent,TorrentImpl,2,4.75,38,180.5,36,2,14,Extender,PureReplacer,Blooming Class
com.aelitis.azureus.core.dht.transport.loopback,DHTTransportLoopbackImpl,1,3.1818182,35,111.36364,35,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.pluginsimpl.local.utils,UtilitiesImpl,1,3.1818182,35,111.36364,35,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.download.impl,DownloadManagerStatsImpl,1,3.2727273,36,117.818184,36,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.disk.impl.access.impl,Test$PEPeerManagerDummy,1,6.4545455,71,458.27274,71,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.download.impl,DownloadManagerStateImpl,1,5.090909,56,285.0909,56,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.download.impl,DownloadManagerController,2,6.375,51,325.125,49,2,14,Extender,PureReplacer,Blooming Class
com.aelitis.azureus.plugins.dht.impl,DHTPluginStorageManager,1,3.3636363,37,124.454544,37,0,11,PureExtender,NoOvr,Blooming Class
org.gudy.azureus2.core3.tracker.server.impl,TRTrackerServerImpl,1,3.4545455,38,131.27274,38,0,11,PureExtender,NoOvr,Blooming Class
