Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag
org.jboss.util.collection,WeakIdentityHashMap$HashIterator,1,0.27272728,3,0.8181819,3,0,11,PureExtender,NoOvr
org.apache.commons.httpclient.util,DateParser,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.jboss.net.protocol.resource,Handler,2,0.08695652,1,0.08695652,0,1,22,PureOverrider,PureSpecializer
org.jboss.util.property,PropertyGroup,5,0.64516133,8,5.1612906,1,7,55,Overrider,Specializer
org.apache.commons.logging.impl,ServletContextCleaner,1,0.18181819,2,0.36363637,2,0,11,PureExtender,NoOvr
org.jboss.util.id,GUID,1,0.6363636,7,4.4545455,3,4,7,Overrider,Replacer
EDU.oswego.cs.dl.util.concurrent.misc,FIFORWlockRNG,4,0.0,0,0.0,0,0,23,Other,NoOvr
org.jboss.dom4j.dtd,ElementDecl,1,0.45454547,5,2.2727273,4,1,10,Extender,PureReplacer
org.jboss.util.property,PropertyError,4,0.0,0,0.0,0,0,22,Other,NoOvr
org.apache.log4j,NDC,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.jboss.util,TimerQueue$TimerTaskLoop,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
EDU.oswego.cs.dl.util.concurrent.misc,LockedSemRNG,4,0.0,0,0.0,0,0,27,Other,NoOvr
org.jboss.mx.util,JBossNotificationFilterSupport,1,0.54545456,6,3.2727275,5,1,10,Extender,PureReplacer
org.jboss.xb.binding.sunday.unmarshalling,SundayContentHandler$StackImpl,1,0.72727275,8,5.818182,8,0,11,PureExtender,NoOvr
EDU.oswego.cs.dl.util.concurrent,WaitableByte,3,1.7419355,18,31.35484,6,12,19,Overrider,Specializer
org.jboss.xb.binding.metadata,ClassMetaData,1,0.6363636,7,4.4545455,4,3,8,Extender,PureReplacer
org.jboss.dom4j.tree,BaseElement,4,0.32941177,14,4.611765,6,8,162,Overrider,Replacer
EDU.oswego.cs.dl.util.concurrent.misc,SynchronizationTimer$TestSeries,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.dom4j.tree,AbstractDocumentType,2,0.4651163,10,4.651163,4,6,37,Overrider,Replacer
EDU.oswego.cs.dl.util.concurrent.misc,SynchronizationTimer$ThreadInfo,1,0.27272728,3,0.8181819,3,0,11,PureExtender,NoOvr
javax.management,MBeanServerNotification,3,0.14285715,1,0.14285715,1,0,21,PureExtender,NoOvr
org.jboss.mx.server,MBeanServerImpl,1,4.0,44,176.0,43,1,10,Extender,PureSpecializer
org.jboss.dom4j.bean,BeanAttribute,3,0.3272727,6,1.9636363,2,4,51,Overrider,PureReplacer
