Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag
org.argouml.uml.cognitive.critics,CrUselessInterface,3,0.0375,1,0.0375,0,1,79,PureOverrider,PureReplacer
org.argouml.uml.cognitive.critics,CrUnconventionalAttrName,4,0.39506173,8,3.1604939,1,7,74,Overrider,Replacer
org.argouml.ui.explorer.rules,GoCollaborationToDiagram,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.ui.explorer.rules,GoModelToDiagrams,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.uml.ui.behavior.use_cases,ActionNewActor,5,0.18518518,1,0.18518518,0,1,26,PureOverrider,PureSpecializer
org.argouml.uml.diagram.state,StateDiagramGraphModel,3,0.7741936,16,12.387097,7,9,53,Overrider,Replacer
org.argouml.uml.ui.foundation.core,UMLAssociationConnectionListModel,5,0.2238806,3,0.6716418,0,3,64,PureOverrider,PureSpecializer
org.argouml.uml.ui,TabStyle,6,0.18260871,14,2.556522,14,0,460,PureExtender,NoOvr
org.argouml.uml.ui.foundation.core,ActionSetBehavioralFeatureQuery,4,0.16,1,0.16,0,1,24,PureOverrider,PureSpecializer
org.argouml.ui.explorer.rules,GoProjectToDiagram,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.uml.ui,UMLExpressionExpressionModel,2,0.3,3,0.90000004,0,3,17,PureOverrider,PureSpecializer
org.argouml.ui,FileChooserFactory,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.argouml.ui.explorer.rules,GoNamespaceToDiagram,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.uml.ui.behavior.activity_graphs,PropPanelSubactivityState,12,0.0,0,0.0,0,0,514,Other,NoOvr
org.argouml.ui.explorer.rules,GoSubmachineStateToStateMachine,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.uml.ui.foundation.core,UMLClassActiveCheckBox,8,0.01459854,1,0.01459854,0,1,547,PureOverrider,PureSpecializer
org.argouml.uml.cognitive.critics,CrNameConfusion,3,0.375,10,3.75,4,6,74,Overrider,PureReplacer
org.argouml.uml.ui.foundation.core,UMLAttributeInitialValueListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.ui.behavior.state_machines,ActionNewFinalState,5,0.18518518,1,0.18518518,0,1,26,PureOverrider,PureSpecializer
org.argouml.util,ClassFileFilter,2,0.30769232,2,0.61538464,0,2,11,PureOverrider,PureSpecializer
org.argouml.uml.diagram.ui,FigDependency,5,0.098425195,5,0.492126,0,5,249,PureOverrider,Specializer
org.argouml.uml.ui.behavior.collaborations,UMLClassifierRoleMultiplicityComboBoxModel,4,0.08888889,1,0.08888889,0,1,44,PureOverrider,PureSpecializer
org.argouml.persistence,XMLTokenTableBase,1,0.54545456,6,3.2727275,6,0,11,PureExtender,NoOvr
org.argouml.model,IllegalModelElementConnectionException,4,0.0,0,0.0,0,0,21,Other,NoOvr
org.argouml.uml.ui.behavior.collaborations,UMLMessageReceiverListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.ui.foundation.core,ActionSetAssociationEndOrdering,4,0.16,1,0.16,0,1,24,PureOverrider,PureSpecializer
org.argouml.uml.ui.behavior.state_machines,UMLSubmachineStateComboBoxModel,3,0.2,3,0.6,0,3,42,PureOverrider,PureSpecializer
org.argouml.cognitive.ui,AbstractGoList,1,0.36363637,4,1.4545455,4,0,11,PureExtender,NoOvr
org.argouml.model,AssociationChangeEvent,4,0.22222222,1,0.22222222,1,0,18,PureExtender,NoOvr
org.argouml.uml.ui.foundation.core,UMLAssociationAssociationRoleListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.cognitive.critics,CrNoInstanceVariables,3,0.15,4,0.6,0,4,76,PureOverrider,PureReplacer
org.argouml.uml.ui.behavior.collaborations,UMLClassifierRoleAvailableFeaturesListModel,4,0.24242425,4,0.969697,0,4,62,PureOverrider,Specializer
org.argouml.uml.ui.behavior.common_behavior,PropPanelDestroyAction,9,0.0,0,0.0,0,0,509,Other,NoOvr
org.argouml.uml.ui.behavior.collaborations,UMLInteractionMessagesListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.ui.behavior.common_behavior,ActionNewCallAction,6,0.21428572,1,0.21428572,0,1,27,PureOverrider,PureSpecializer
org.argouml.uml.ui.behavior.activity_graphs,ActionSetClassifierInStateInState,4,0.16,1,0.16,0,1,24,PureOverrider,PureSpecializer
org.argouml.ui.cmd,ActionGotoDiagram,4,0.32,2,0.64,1,1,24,Overrider,PureReplacer
org.argouml.uml.ui.behavior.collaborations,UMLAssociationRoleBaseComboBoxModel,3,0.2,3,0.6,0,3,42,PureOverrider,PureSpecializer
org.argouml.uml.diagram.ui,StylePanelFigMessage,9,0.054108217,3,0.16232465,1,2,497,Overrider,PureSpecializer
org.argouml.uml.ui,TabTaggedValuesModel,2,0.8148148,11,8.962963,7,4,23,Extender,PureReplacer
org.argouml.model.uml,ModelManagementHelperImpl,1,1.1818181,13,15.363636,13,0,11,PureExtender,NoOvr
org.argouml.uml.notation.uml,TransitionNotationUml,3,0.69230765,3,2.076923,2,1,12,Extender,PureReplacer
org.argouml.model.uml,DataTypesFactoryImpl,2,2.0,13,26.0,13,0,13,PureExtender,NoOvr
org.argouml.uml.diagram.ui,FigAssociationEnd,5,0.05905512,3,0.17716536,0,3,251,PureOverrider,PureSpecializer
org.argouml.model,DeleteInstanceEvent,4,0.0,0,0.0,0,0,18,Other,NoOvr
org.argouml.uml.diagram.static_structure.layout,ClassdiagramNode,1,2.4545455,27,66.27273,27,0,11,PureExtender,NoOvr
org.argouml.uml.cognitive.critics,CrDisambigClassName,3,0.15,4,0.6,0,4,76,PureOverrider,PureReplacer
org.argouml.uml.cognitive,ProjectMemberTodoList,2,0.47058824,4,1.882353,2,2,15,Overrider,Equals
org.argouml.uml.cognitive.critics,CrDupParamName,3,0.0375,1,0.0375,0,1,79,PureOverrider,PureReplacer
org.argouml.ui,TabResults,6,0.23478262,18,4.226087,17,1,459,Extender,PureSpecializer
org.argouml.uml.cognitive.critics,CrOppEndConflict,3,0.0375,1,0.0375,0,1,79,PureOverrider,PureReplacer
org.argouml.uml.cognitive.critics,CrMissingStateName,3,0.15,4,0.6,0,4,76,PureOverrider,PureReplacer
org.argouml.ui.explorer,DnDExplorerTree,7,0.09621993,8,0.7697594,8,0,582,PureExtender,NoOvr
org.argouml.uml.diagram.use_case.ui,FigExtend,5,0.07874016,4,0.31496063,0,4,250,PureOverrider,Specializer
org.argouml.ui.cmd,CmdSetPreferredSize,3,0.3529412,4,1.4117647,2,2,32,Overrider,PureSpecializer
org.argouml.uml.ui.behavior.state_machines,ActionSetContextStateMachine,4,0.16,1,0.16,0,1,24,PureOverrider,PureSpecializer
org.argouml.notation,NotationProviderFactory,1,0.72727275,8,5.818182,7,1,10,Extender,PureSpecializer
org.argouml.application,ArgoVersion,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.argouml.pattern.cognitive.critics,CrSingletonViolatedMissingStaticAttr,3,0.0375,1,0.0375,0,1,79,PureOverrider,PureReplacer
org.argouml.uml.ui.foundation.core,PropPanelAssociationClass,10,0.037950665,2,0.07590133,2,0,527,PureExtender,NoOvr
org.argouml.uml.diagram.collaboration.ui,UMLCollaborationDiagram,4,0.7032967,16,11.252748,9,7,84,Extender,Specializer
org.argouml.cognitive.critics.ui,CriticBrowserDialog,8,0.104803495,6,0.62882096,5,1,457,Extender,PureSpecializer
org.argouml.uml.ui,TabConstraints$ConstraintModel$CR,1,0.36363637,4,1.4545455,4,0,11,PureExtender,NoOvr
org.argouml.model.mdr,ActivityGraphsHelperMDRImpl,1,0.36363637,4,1.4545455,4,0,11,PureExtender,NoOvr
org.argouml.model.mdr,ExtensionMechanismsHelperMDRImpl,1,1.7272727,19,32.818184,19,0,11,PureExtender,NoOvr
org.argouml.language.cpp.reveng,ModelerImpl$BaseSpecifierModeler,1,0.18181819,2,0.36363637,2,0,11,PureExtender,NoOvr
org.argouml.uml.ui.foundation.core,PropPanelOperation$ActionNewRaisedSignal,5,0.18518518,1,0.18518518,0,1,26,PureOverrider,PureSpecializer
org.argouml.uml.ui.foundation.core,PropPanelMethod$UMLMethodBodyDocument,4,0.10810811,2,0.21621622,0,2,72,PureOverrider,PureSpecializer
org.argouml.cognitive.critics,DesignGoalsCM,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.argouml.language.java.generator,OperationCodePiece,3,1.0,6,6.0,0,6,12,PureOverrider,PureSpecializer
org.argouml.language.cpp.reveng,ModelerImpl$DtorModeler,2,0.15384616,1,0.15384616,1,0,13,PureExtender,NoOvr
org.argouml.ui,GotoDialog,8,0.0349345,2,0.069869,0,2,456,PureOverrider,PureSpecializer
org.argouml.util.osdep.win32,Win32FileSystemView,2,0.23529412,4,0.9411765,0,4,30,PureOverrider,Replacer
org.argouml.cognitive.critics,CompoundCritic,2,0.46753246,18,8.415585,4,14,63,Overrider,PureReplacer
org.argouml.uml.cognitive.critics,CrWrongLinkEnds,3,0.15,4,0.6,1,3,77,Overrider,PureReplacer
org.argouml.uml.diagram.static_structure.ui,FigInstance,5,0.06944445,4,0.2777778,0,4,284,PureOverrider,Replacer
org.argouml.uml.diagram.use_case.ui,FigUseCase$FigMyCircle,3,0.017441861,1,0.017441861,0,1,171,PureOverrider,PureReplacer
org.argouml.uml.ui.foundation.core,UMLNamespaceOwnedElementListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.cognitive.critics,CrUML,2,0.18181819,7,1.2727273,3,4,73,Overrider,PureReplacer
org.argouml.uml.diagram.state.ui,FigTransition,5,0.17716536,9,1.5944883,0,9,245,PureOverrider,Replacer
org.argouml.ui.explorer.rules,GoInteractionToMessages,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.language.php.generator,NameGenerator,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.argouml.uml.ui.behavior.collaborations,UMLAssociationRoleMessageListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.ui,ActionSetMultiplicity,4,0.32,2,0.64,1,1,24,Overrider,PureSpecializer
org.argouml.uml.ui,UMLModelElementListModel2,3,1.3469387,22,29.632652,17,5,44,Extender,PureSpecializer
org.argouml.language.php.generator,Section,2,0.0,0,0.0,0,0,13,Other,NoOvr
org.argouml.model.mdr,CommonBehaviorHelperMDRImpl,1,2.7272727,30,81.818184,30,0,11,PureExtender,NoOvr
org.argouml.model,AbstractExtensionMechanismsHelperDecorator,1,1.7272727,19,32.818184,19,0,11,PureExtender,NoOvr
org.argouml.uml.ui,SourcePathControllerImpl,1,0.6363636,7,4.4545455,6,1,10,Extender,PureReplacer
org.argouml.uml.ui.behavior.collaborations,UMLAssociationEndRoleBaseListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.uml.ui.foundation.core,UMLAssociationEndMultiplicityComboBoxModel,4,0.08888889,1,0.08888889,0,1,44,PureOverrider,PureSpecializer
org.argouml.ui,ActionAutoResize,4,0.16,1,0.16,0,1,24,PureOverrider,PureReplacer
org.argouml.uml.diagram.static_structure.ui,FigFeature$SelectionFeature,2,0.13953489,3,0.41860467,0,3,40,PureOverrider,Specializer
org.argouml.ui.explorer,PerspectiveConfigurator$RuleListMouseListener,2,0.10526316,1,0.10526316,0,1,18,PureOverrider,PureReplacer
org.argouml.uml.reveng,DiagramInterface,1,1.3636364,15,20.454546,15,0,11,PureExtender,NoOvr
org.argouml.ui.explorer.rules,GoStateMachineToTop,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.pattern.cognitive.critics,CrSingletonViolatedOnlyPrivateConstructors,3,0.0375,1,0.0375,0,1,79,PureOverrider,PureReplacer
org.argouml.uml.ui,UMLSearchableComboBox,7,0.026666667,2,0.053333335,1,1,524,Overrider,PureSpecializer
org.argouml.uml.ui,UMLModelElementElementResidenceListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
org.argouml.ui.explorer,PerspectiveConfigurator$DuplicatePerspectiveListener,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.argouml.uml.diagram.ui,FigAssociationClass$RunFigAssociation,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.argouml.uml.ui.behavior.collaborations,PropPanelInteraction,8,0.0,0,0.0,0,0,504,Other,NoOvr
org.argouml.uml.ui.foundation.core,PropPanelNode,10,0.037950665,2,0.07590133,2,0,527,PureExtender,NoOvr
org.argouml.uml.ui.behavior.use_cases,UMLUseCaseIncludeListModel,4,0.121212125,2,0.24242425,0,2,64,PureOverrider,PureSpecializer
